순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,주연 배우,주연 배우 코드,조연 배우,조연 배우 코드,감독 코드
6308,리벤져,이승원,그린피쉬,,리틀빅픽쳐스,2018-12-06,개봉영화,장편,한국,57,"22,088,100",3028,"5,707,000",658,액션,15세이상관람가,일반영화,"브루스 칸, 박희순, 윤진서, 김인권","20303289, 10029595, 10054538, 10005410","박철민, 김나연, 김재현, 전수진, 민태율","20110935, 20311979, 20320391, 20188651, 20146451",20302369
6311,바세코의 아이들,김경식,타이밍,,주식회사 마운틴픽쳐스,2014-08-14,개봉영화,장편,한국,7,"18,034,500",3024,"4,255,000",665,다큐멘터리,전체관람가,독립/예술영화,"신승철, 이경욱","20190055, 20190056",,,20190052
6317,선종 무문관,윤용진,,,드림팩트엔터테인먼트,2018-12-13,개봉영화,장편,한국,3,"25,023,800",3012,"10,186,800","1,168",드라마,전체관람가,독립/예술영화,"우상전, 고동업, 안홍진, 조용주, 송유담","10052132, 10001481, 20110476, 20110481, 20129631",,,20110475
6325,광인옥한흠,김상철,파이오니아21,,파이오니아21,2017-12-28,개봉영화,장편,한국,18,"22,537,200",2985,"6,341,000",893,다큐멘터리,전체관람가,일반영화,옥한흠,20246409,,,10004440
6327,다이빙벨 그후,이상호,씨네포트,,씨네포트,2018-05-24,개봉영화,장편,한국,48,"23,524,000",2981,"11,889,000","1,347",다큐멘터리,12세이상관람가,독립/예술영화,"이용관, 김지석, 오석근, 이종인, 송옥숙","10056797, 20305009, 10050404, 20165444, 10037140","김일권, 이상호, 이주영, 최순실, 고영재","20320098, 20191566, 20322198, 20323356, 20378863",20191566
6330,라이브 인 3D 휘성 : 잇츠 리얼,정성복,에스케이텔레콤,,에스케이텔레콤,2010-09-30,개봉영화,장편,한국,30,"40,389,134",2967,"26,837,000","2,014",다큐멘터리,전체관람가,일반영화,휘성,20110697,,,20110332
6333,살인자의 기억법 : 새로운 기억,원신연,"쇼박스, 더블유픽처스, 그린피쉬, 영화사 이창",,쇼박스,2017-11-01,개봉영화,장편,한국,24,"19,563,000",2958,"9,579,500","1,379",범죄,청소년관람불가,일반영화,"설경구, 김남길, 설현, 오달수","10035772, 10003788, 20215606, 10050151",,,20111284
6334,런 보이 런,오원재,"라온컴퍼니플러스, 오아시스이엔티",,라온컴퍼니플러스,2020-05-28,개봉영화,장편,한국,25,"20,893,740",2956,"11,386,020","1,536",드라마,15세이상관람가,일반영화,"장동윤, 서벽준","20283489, 20326013","신 표, 한이진, 장명운, 권소현, 서효동, 우태하","20349127, 20276090, 20307522, 20192366, 20369051, 20375224",20186154
6335,이태원,강유가람,영희야 놀자,,KT&G 상상마당 영화사업팀 컴퍼니에스에스,2019-12-05,개봉영화,장편,한국,15,"24,592,760",2956,"21,105,660","2,392",다큐멘터리,15세이상관람가,독립/예술영화,"삼숙, 나키, 영화, 안보살","20333612, 20333632, 20333634, 20367592","장재민, 김연석, 이영동","20367570, 20367571, 20367575",20112325
6336,파리의 한국남자,전수일,"동녘필름, 주식회사 마운틴픽쳐스, 네온프로덕션",,모멘텀엔터테인먼트,2016-01-28,개봉영화,장편,한국,24,"21,733,000",2951,"13,772,500","1,806",드라마,청소년관람불가,독립/예술영화,"조재현, 팽지인","10066929, 20192926","서양선, 유나론","20250250, 20253517",10061331
6337,공수도,채여준,"그노스, 꿀잼컴퍼니",,그노스,2020-04-09,개봉영화,장편,한국,79,"25,089,500",2950,"7,524,500",930,액션,15세이상관람가,일반영화,"정다은, 오승훈, 손우현","20316704, 20282729, 20325198","정의욱, 김태윤, 손태욱, 유채온, 이예찬, 김동우, 박수은, 박지나, 조영재","20340997, 20111829, 20366215, 20366211, 20365151, 20366216, 20366232, 20366233, 20366234",20325197
6339,"굿바이, 평양",양영희,지오엔터테인먼트,,키노아이디엠씨,2011-03-03,개봉영화,장편,한국,11,"20,656,500",2940,"14,153,500","1,934",다큐멘터리,전체관람가,독립/예술영화,"양영희, 양공선, 양건화, 양선화","10046999, 20112965, 20112202, 20112201",,,10046999
6345,나와 봄날의 약속,백승빈,마일스톤컴퍼니,,키다리이엔티,2018-06-28,개봉영화,장편,한국,86,"22,032,500",2929,"13,894,400","1,855",미스터리,15세이상관람가,독립/예술영화,"김성균, 장영남, 송예은","20127194, 10060331, 20354352","김학선, 이주영, 김소희, 이서연","10006185, 20297929, 20297949, 20213908",20080184
6349,굿바이 보이,노홍진,"컬처캡미디어, 오픈유컬쳐",,인디스토리,2011-06-02,개봉영화,장편,한국,16,"22,340,000",2913,"13,500,000","1,707",드라마,청소년관람불가,독립/예술영화,"김소희, 연준석, 안내상, 류현경, 김동영","20113355, 10049829, 10042972, 10019138, 10003953","임지석, 이채은, 김학선","20268629, 10057698, 10006185",10008255
6353,이것이 우리의 끝이다,김경묵,,,KT&G 상상마당 영화사업팀 컴퍼니에스에스,2014-06-26,개봉영화,장편,한국,25,"21,283,800",2898,"15,885,300","2,090",드라마,청소년관람불가,독립/예술영화,"공명, 신재하, 김새벽, 김수현, 이화겸","20179005, 20179006, 20126450, 10004777, 20330863","정혜인, 강봉성","20124123, 20125249",10003537
6354,오장군의 발톱,김재한,상남영화제작소,,상남영화제작소,2018-08-15,개봉영화,장편,한국,9,"16,370,600",2894,"1,179,000",323,전쟁,12세이상관람가,독립/예술영화,"맹세창, 김민규","10025537, 20133865","조혜정, 서갑숙, 동방우, 김민규, 정겨운, 김예나, 오수민, 이상훈, 한창현","20308829, 10035325, 10026039, 20133865, 20128234, 20125785, 20321560, 20199569, 20329832",20127650
6357,밤의 문이 열린다,유은정,영화사 리듬앤블루스,,"무브먼트, 영화배급협동조합 씨네소파",2019-08-15,개봉영화,장편,한국,20,"22,690,100",2887,"16,635,400","1,916",판타지,12세이상관람가,독립/예술영화,"한해인, 전소니, 감소현, 최솔희, 성인자","20327412, 20279251, 20327393, 20344109, 20344877","이승찬, 홍승이, 조영지, 이근후, 이자민","20327413, 20248113, 20323050, 20341983, 10057113",20152055
6360,집의 시간들,라야,,,KT&G 상상마당 영화사업팀 컴퍼니에스에스,2018-10-25,개봉영화,장편,한국,20,"24,646,950",2882,"21,579,950","2,435",다큐멘터리,전체관람가,독립/예술영화,"김기수, 이인규","20319595, 20196106",,,20281789
6363,남쪽으로 간다,이송희일,시네마달,,시네마달,2012-11-15,개봉영화,장편,한국,11,"10,532,250",2877,"8,586,000","2,298",멜로/로맨스,청소년관람불가,독립/예술영화,"김재흥, 전신환","20139302, 20113003",,,10056129
6365,망종,장률,두엔터테인먼트,,동숭아트센터,2006-03-24,개봉영화,장편,한국,0,0,2871,0,"2,138",드라마,18세관람가,일반영화,"류연희, 김박","10019078, 10004241","주광현, 류경지, 류서화, 주항, 한옥생, 진영, 왕설암, 왕해명","20141657, 20142942, 20143033, 20143566, 20143915, 10070573, 20160143, 20160162",10060143
6367,고양이 장례식,이종훈,영화 고양이 장례식 제작 조합,,인디플러그,2015-01-15,개봉영화,장편,한국,46,"23,200,900",2865,"17,496,200","2,146",멜로/로맨스,12세이상관람가,독립/예술영화,"강인, 박세영, 정겨운","10005001, 20187587, 20128234","김병춘, 차민지","10004308, 20332433",10057421
6373,레디액션 청춘,"김진무, 박가희, 주성수, 정원식","인벤트스톤, 삼거리픽쳐스",,인벤트스톤,2014-11-13,개봉영화,옴니버스,한국,22,"22,317,300",2855,"17,852,300","2,228",드라마,청소년관람불가,독립/예술영화,"이동해, 남지현, 서은아, 남성준, 김태형, 손지현, 김선아","10055174, 10007590, 20178260, 10007541, 20208706, 20332072, 20333913",지용석,20120069,"20114292, 20188661, 20141934, 20188662"
6375,윤시내가 사라졌다,김진화,한국영화아카데미,,"블루라벨픽쳐스, 디스트릭 몽",2022-06-08,개봉영화,장편,한국,51,"26,351,700",2853,"15,107,000","1,549",드라마,12세이상관람가,독립/예술영화,"이주영, 오민애, 노재원, 김학선, 김재화","20297929, 20327512, 20375133, 10006185, 10005532","박성준, 김중기, 이효비, 임성미","20330311, 10005801, 20383278, 20156031",20306529
6376,"안녕, 미누",지혜원,바른미디어,,"영화사 풀, 영화사 친구",2020-05-27,개봉영화,장편,한국,25,"22,966,500",2850,"16,308,000","2,020",다큐멘터리,12세이상관람가,독립/예술영화,"송우용, 지혜원","20301809, 20280669",,,20280669
6381,썰,황승재,에이디사공육,,스마일이엔티,2021-06-03,개봉영화,장편,한국,104,"24,994,780",2838,"7,409,530",769,코미디,청소년관람불가,독립/예술영화,"김강현, 강찬희, 김소라","10000476, 20313297, 20338995","조재윤, 장광","10066926, 10060043",10090165
6382,밀양 아리랑,박배일,오지필름,,시네마달,2015-07-16,개봉영화,장편,한국,14,"17,209,000",2837,"9,042,000","1,442",다큐멘터리,15세이상관람가,독립/예술영화,박배일,20100687,,,20100687
6383,깃,송일곤,"(재)환경재단, 에스비에스아이(SBSi)",,주식회사 루믹스미디어,2005-01-14,개봉영화,장편,한국,0,0,2836,0,"2,836",드라마,12세관람가,독립/예술영화,"이소연, 장현성","20110106, 10060624",조성하,10065946,10037178
6393,시간의 종말,김대현,인디라인,,영화사 진진,2016-11-03,개봉영화,장편,한국,33,"19,339,400",2807,"9,157,800","1,239",다큐멘터리,전체관람가,독립/예술영화,황건,20189370,,,20167301
6396,레인보우,신수원,준필름,,인디스토리,2010-11-18,개봉영화,장편,한국,10,"20,582,634",2800,"15,315,100","2,018",드라마,12세이상관람가,독립/예술영화,"박현영, 백소명, 김재록, 이미윤","20100597, 20100598, 10005484, 20100599","정호중, 박지원, 이세련","10062446, 20137209, 20157179",10040434
6397,REC 알이씨,,핑크로봇 필름,,영화사 진진,2011-11-24,개봉영화,장편,한국,7,"22,284,700",2799,"20,050,700","2,437",멜로/로맨스,청소년관람불가,독립/예술영화,"조혜훈, 송재하","20114891, 10037091",,,
6399,설해,김정권,맑음영화사,,"마인스 엔터테인먼트, 주식회사 마운틴픽쳐스",2015-01-08,개봉영화,장편,한국,34,"20,767,500",2796,"10,191,000","1,317",멜로/로맨스,12세이상관람가,독립/예술영화,"박해진, 이영아","20126329, 10056669","송재희, 전무송, 이기열, 이용녀, 오은호, 편보승","20123265, 10061264, 10054939, 20113303, 20238726, 20193027",10005546
6401,불청객,이응일,삼천리영화사,,이모션픽처스,2010-09-30,개봉영화,장편,한국,1,"19,755,168",2792,"16,061,500","2,268",SF,12세이상관람가,독립/예술영화,"김진식, 원강영, 이응일","20110704, 20110689, 20110701","조정민, 양은주","20137337, 20163503",20110701
6405,간이역,김정민,유한회사 간이역,,드림팩트엔터테인먼트,2021-02-18,개봉영화,장편,한국,48,"24,607,340",2789,"20,392,270","2,254",드라마,12세이상관람가,일반영화,"김재경, 김동준","20330866, 10003982","윤유선, 허정민, 진예솔, 민준현, 손소망","10054440, 10088437, 20350552, 20350554, 20373439",20350572
6410,"소년, 소년을 만나다",김조광수,청년필름,,,2008-11-20,개봉영화,단편,한국,5,"11,328,000",2778,"6,156,000","1,546",드라마,15세이상관람가,독립/예술영화,"예지원, 김혜성","10049959, 10006379",윤일식,20375432,10005655
6411,옹알스,"차인표, 전혜림",티케이씨픽쳐스,,리틀빅픽쳐스,2019-05-30,개봉영화,장편,한국,68,"22,163,230",2772,"14,240,600","1,622",코미디,전체관람가,독립/예술영화,"조수원, 채경선, 조준우, 최기섭, 하박, 이경섭, 최진영, 타일러 대쉬 화이트, 조은주, 차인표","10066234, 10071606, 20303309, 20149894, 20303291, 20303292, 20303293, 20303310, 20341292, 10071183","조은별, 한소연, 백정임","20341178, 20342999, 20344820","10071183, 20303290"
6412,그녀가 부른다,박은형,아피아스튜디오,,미디어데이,2013-12-26,개봉영화,장편,한국,32,"16,314,000",2768,"8,707,000","1,268",멜로/로맨스,15세이상관람가,독립/예술영화,"윤진서, 오민석","10054538, 20153088","이봉규, 김용준, 정서인, 문희라, 정영기, 김민상","10055683, 20189210, 20189211, 20189212, 10061967, 20156820",10029065
6414,나부야 나부야,최정우,,,인디스토리,2018-09-20,개봉영화,장편,한국,18,"14,895,400",2765,"7,792,800","1,550",다큐멘터리,전체관람가,독립/예술영화,"이종수, 김순규","20309789, 20309790",,,20303850
6415,이티피 페스티벌 08X09 서태지,서태지,서태지컴퍼니,,서태지컴퍼니,2013-05-03,개봉영화,장편,한국,1,"26,632,000",2764,"26,632,000","2,764",공연,전체관람가,일반영화,서태지,10035656,,,10035656
6419,"앵두야, 연애하자",정하린,프로덕션 LAS,,"홀리가든, 주식회사 마운틴픽쳐스",2013-06-06,개봉영화,장편,한국,9,"19,430,700",2754,"13,303,200","1,785",드라마,15세이상관람가,독립/예술영화,"류현경, 하시은, 강기화, 박은혜","10019138, 10087007, 10000522, 20132783",지승현,20144380,20121241
6427,막다른 골목의 추억,최현영,영화사조아,,트리플픽쳐스,2019-04-04,개봉영화,장편,한국,17,"21,257,740",2741,"16,199,240","1,869",멜로/로맨스,12세이상관람가,독립/예술영화,"최수영, 타나카 슌스케","20133931, 10027283","안보현, 동현배, 배누리, 이정민, 히라타 카오루, 이정민","20232067, 20133500, 20111699, 20290399, 10090953, 20290399",20111804
6428,용루각: 비정도시,최상훈,"그노스, 꿀잼컴퍼니",,드림팩트엔터테인먼트,2020-12-03,개봉영화,장편,한국,22,"16,308,210",2740,"6,068,750","1,024",액션,청소년관람불가,일반영화,"지일주, 배홍석, 정화, 장의수, 정의욱","20313313, 20373074, 10071917, 20332853, 20340997","이윤건, 노영주, 강율, 조현, 임소영","20362862, 20343425, 20373075, 20373096, 20156462",10072304
6429,분장,남연우,이야기秀CUT,,무브먼트,2017-09-27,개봉영화,장편,한국,17,"20,242,300",2737,"15,855,500","2,017",드라마,15세이상관람가,독립/예술영화,"안성민, 홍정호, 남연우","20281169, 20133585, 20166701","박세준, 이수광, 김정영, 오도이, 양조아, 허지원, 허정도","20158107, 20254159, 20113318, 20292078, 20166702, 20234406, 20213266",20166701
6431,밍크코트,"신아가, 이상철",애즈필름,,인디스토리,2012-01-12,개봉영화,장편,한국,13,"20,356,600",2731,"15,443,100","1,988",드라마,15세이상관람가,독립/예술영화,"황정민, 김미향, 이종윤","20111869, 10004158, 20165428",신준호,20111222,"10040487, 10055906"
6433,여배우 공작단,전태윤,케이알씨지,,케이알씨지,2014-06-19,개봉영화,장편,한국,21,"15,839,000",2729,"6,361,000","1,015",멜로/로맨스,청소년관람불가,일반영화,"허동원, 이자은","20189148, 20189539",이정훈,20181927,20189540
6434,괴물들,김백준,"케이프로덕션, 버티고필름, 플로우식스",,리틀빅픽쳐스,2018-03-08,개봉영화,장편,한국,56,"22,584,500",2725,"9,275,800","1,087",드라마,청소년관람불가,독립/예술영화,"이원근, 이이경, 박규영, 오승훈","20162795, 20124322, 20256970, 20282729","김성균, 한창현","20127194, 20329832",10004249
6436,아이엠 호프맨,나현태,52DAYS FILM,,52DAYS FILM,2017-11-16,개봉영화,장편,한국,7,"19,892,000",2724,"17,143,500","2,236",다큐멘터리,전체관람가,독립/예술영화,"임만호, 김용순","20285369, 20285370",,,20284869
